@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:isbn,abstract,keywords
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076583475', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076583475?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076583475&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076583475&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076583475,SCOPUS_ID:85076583475,2-s2.0-85076583475,Assessing the field of health policy and systems research using symposium abstract submissions and machine learning techniques,MacArayan E.K.,Health Policy and Planning,02681080,14602237.0,34,10,721-731,2019-12-01,1 December 2019,10.1093/heapol/czz086,,2,"[{'@_fa': 'true', 'affilname': 'University of the Philippines Open University', 'affiliation-city': 'Laguna', 'affiliation-country': 'Philippines'}, {'@_fa': 'true', 'affilname': 'Harvard T.H. Chan School of Public Health', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Health Systems Global', 'affiliation-city': 'Bern', 'affiliation-country': 'Switzerland'}]",31550374.0,Journal,ar,Article,,21308,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,"The field of health policy and systems research (HPSR) has grown rapidly in the past decade. Examining recently aggregated data from the Global Symposia on Health Systems Research, a key global fora for HPSR convened by the largest international society - Health Systems Global (HSG) - provides opportunities to enhance existing research on HPSR capacity using novel analytical techniques. This addresses the demand not only to map the field but also to examine potential predictors of acceptance to, and participation at, these global conferences to inform future work and strategies in promoting HPSR. We examined data from the abstracts submitted for two Global Symposia on Health Systems Research in 2016 and 2018 by type of institution, countries, regional groupings and gender. After mapping hotspot areas for HPSR production, we then examined how the corresponding author's characteristics were associated with being accepted to present at the Global Symposia. Our findings showed that submissions for the Global Symposia increased by 12% from 2016 to 2018. Submissions increased across all participant groups, in particular, the for-profit organizations and research/consultancy firms showing the highest increases, at 58% for both. We also found reduced submissions from high-income countries, whereas submissions from low- and middle-income countries (LMICs), Sub-Saharan Africa and Latin America, increased substantially revealing the inclusivity values of Symposium organizers. Submissions increased to a larger extent among women than men. Being a woman, coming from a high-income country and having multiple abstracts submitted were found to be significant predictors for an abstract to be accepted and presented in the Symposia. Findings provide critical baseline information on the extent of interest and engagement in a global forum of various institutions and researchers in HPSR that can be useful for setting future directions of HSG and other similar organizations to support the advancement of HPSR worldwide. © 2019 The Author(s) 2019. Published by Oxford University Press in association with The London School of Hygiene and Tropical Medicine. All rights reserved. For permissions, please e-mail: [email protected]","Agenda setting,community,health inequalities,health policy,health systems research,healthcare organizations,international health policy"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076611670', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076611670?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076611670&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076611670&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076611670,SCOPUS_ID:85076611670,2-s2.0-85076611670,Zika virus: Prediction of Aedes Mosquito Larvae Occurrence in Recife (Brazil) using online extreme learning machine and neural networks,Rubio-Solis A.,PervasiveHealth: Pervasive Computing Technologies for Healthcare,21531633,,,,101-110,2019-11-20,20 November 2019,10.1145/3357729.3357738,,4,"[{'@_fa': 'true', 'affilname': 'Center for Engineering and Industrial Development- CIDESI', 'affiliation-city': 'Mexico City', 'affiliation-country': 'Mexico'}]",,Conference Proceeding,cp,Conference Paper,,21100871120,0,False,,,"[{'@_fa': 'true', '$': '9781450372084'}]","Geographical maps showing the abundance of the Aedes species (A. Aegypti and A. Albopictus) in Latin America plays a crucial role in the fight against the Zika Virus (ZIKV). They aid in the identification of sites that promotes mosquito breeding and transmission of ZIKV. In the case of Brazil, one of the greatest factors that favours rapid mosquito reproduction is the presence of stagnated water in the environment. This could be in the form of non-flowing water filled in tanks, barrels, discarded tires, and many other containers situated in human dwellings. After the ZIKV outbreak from 2015, the environmental agency in Brazil have intensively been engaged with routine surveillance of water bodies present in households and the environment to destroy mosquito breeding hotspots as public health measure to prevent vector-to-human transmission of ZIKV. The objective of this study is to use data from their routine surveillance to showcase how our predictive framework based on Neural Networks and Online Extreme Learning Machine (OELM) can predict for Recife (Brazil) at a health district-level the following: firstly, the spatial distribution of the number of properties with water containers contaminated with the Aedes mosquito larvae responsible for ZIKV; and secondly, the spatial distribution of properties with the Aedes mosquito larvae stratified by type of water container. The ultimate goal for this research is to subsequently implement these models to their real-time surveillance data so as an early warning system is present to identify spatially the mosquito hotspots and provide an early warning. This system will be built to guide policy makers for directing resources for controlling the mosquito populations thereby limiting transmission to humans. © 2019 Association for Computing Machinery.","Classification,Extreme Learning Machines,Fuzzy Logic,Neural Networks,Online Learning,Regression,ZIKA virus (ZIKV)"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079344900', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079344900?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079344900&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079344900&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85079344900,SCOPUS_ID:85079344900,2-s2.0-85079344900,Data acquisition and control architecture for intelligent robotic exoskeletons in rehabilitation,Velez-Guerrero M.A.,"2019 7th E-Health and Bioengineering Conference, EHB 2019",,,,,,2019-11-01,November 2019,10.1109/EHB47216.2019.8970015,,2,"[{'@_fa': 'true', 'affilname': 'Universidad Pedagógica y Tecnológica de Colombia', 'affiliation-city': 'Tunja', 'affiliation-country': 'Colombia'}]",,Conference Proceeding,cp,Conference Paper,8970015,21100946108,0,False,,,"[{'@_fa': 'true', '$': '9781728126036'}]","Neuromotor function rehabilitation is a process that implies a considerable recovery period, which can be slow, costly, and ineffective. This paper presents an architecture proposal for the development of intelligent robotic exoskeletons to support upper limb rehabilitation, especially in clinical conditions such as hemiparesis, as well as to address the problems described above. A review of the literature is presented, exploring the intelligent systems of control and signal processing in medical robotics, biosignal acquisition and the integration of technologies into this type of exoskeleton. The niches of scientific research are highlighted which allow for the planning of this architecture, such as the design of control strategies focused on the patient's clinical condition, the proper data acquisition and the establishment of methodologies that lead to the adoption of technology in the health area. It is emphasized that this proposal focuses on the use of new engineering methods and tools, where mechanical, electronic and computational systems are involved, providing advantages in areas such as medicine, health sciences and physiotherapy. Also, this proposal has a high social impact, since it allows the development of tools that help in the rehabilitation processes carried out in developing countries such as Colombia. © 2019 IEEE.","Artificial intelligence,Biosignal processing,Data acquisition,Exoskeleton,Rehabilitation,Robotics"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074071630', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074071630?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074071630&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074071630&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074071630,SCOPUS_ID:85074071630,2-s2.0-85074071630,ICU staffing feature phenotypes and their relationship with patients’ outcomes: an unsupervised machine learning analysis,Zampieri F.G.,Intensive Care Medicine,03424642,14321238.0,45,11,1599-1607,2019-11-01,1 November 2019,10.1007/s00134-019-05790-z,,10,"[{'@_fa': 'true', 'affilname': 'Hospital do Coração (HCor)', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'D’Or Institute for Research and Education', 'affiliation-city': 'Rio de Janeiro', 'affiliation-country': 'Brazil'}]",31595349.0,Journal,ar,Article,,14719,0,False,,,,"Purpose: To study whether ICU staffing features are associated with improved hospital mortality, ICU length of stay (LOS) and duration of mechanical ventilation (MV) using cluster analysis directed by machine learning. Methods: The following variables were included in the analysis: average bed to nurse, physiotherapist and physician ratios, presence of 24/7 board-certified intensivists and dedicated pharmacists in the ICU, and nurse and physiotherapist autonomy scores. Clusters were defined using the partition around medoids method. We assessed the association between clusters and hospital mortality using logistic regression and with ICU LOS and MV duration using competing risk regression. Results: Analysis included data from 129,680 patients admitted to 93 ICUs (2014–2015). Three clusters were identified. The features distinguishing between the clusters were: the presence of board-certified intensivists in the ICU 24/7 (present in Cluster 3), dedicated pharmacists (present in Clusters 2 and 3) and the extent of nurse autonomy (which increased from Clusters 1 to 3). The patients in Cluster 3 exhibited the best outcomes, with lower adjusted hospital mortality [odds ratio 0.92 (95% confidence interval (CI), 0.87–0.98)], shorter ICU LOS [subhazard ratio (SHR) for patients surviving to ICU discharge 1.24 (95% CI 1.22–1.26)] and shorter durations of MV [SHR for undergoing extubation 1.61(95% CI 1.54–1.69)]. Cluster 1 had the worst outcomes. Conclusion: Patients treated in ICUs combining 24/7 expert intensivist coverage, a dedicated pharmacist and nurses with greater autonomy had the best outcomes. All of these features represent achievable targets that should be considered by policy makers with an interest in promoting equal and optimal ICU care. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","Cluster analysis,ICU organization,Intensive care unit,Nurse autonomy,Outcomes,Staffing features"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85068537443', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85068537443?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068537443&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068537443&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85068537443,SCOPUS_ID:85068537443,2-s2.0-85068537443,A novel integrated molecular and serological analysis method to predict new cases of leprosy amongst household contacts,Gama R.S.,PLoS Neglected Tropical Diseases,19352727,19352735.0,13,6,,2019-06-01,June 2019,10.1371/journal.pntd.0007400,,9,"[{'@_fa': 'true', 'affilname': 'Universidade Vale do Rio Doce', 'affiliation-city': 'Governador Valadares', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Universidade Federal de Juiz de Fora', 'affiliation-city': 'Juiz de Fora', 'affiliation-country': 'Brazil'}]",31181059.0,Journal,ar,Article,e0007400,11900154404,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"Background Early detection of Mycobacterium leprae is a key strategy for disrupting the transmission chain of leprosy and preventing the potential onset of physical disabilities. Clinical diagnosis is essential, but some of the presented symptoms may go unnoticed, even by specialists. In areas of greater endemicity, serological and molecular tests have been performed and analyzed separately for the follow-up of household contacts, who are at high risk of developing the disease. The accuracy of these tests is still debated, and it is necessary to make them more reliable, especially for the identification of cases of leprosy between contacts. We proposed an integrated analysis of molecular and serological methods using artificial intelligence by the random forest (RF) algorithm to better diagnose and predict new cases of leprosy. Methods The study was developed in Governador Valadares, Brazil, a hyperendemic region for leprosy. A longitudinal study was performed, including new cases diagnosed in 2011 and their respective household contacts, who were followed in 2011, 2012, and 2016. All contacts were diligently evaluated by clinicians from Reference Center for Endemic Diseases (CRE-DEN-PES) before being classified as asymptomatic. Samples of slit skin smears (SSS) from the earlobe of the patients and household contacts were collected for quantitative polymerase chain reaction (qPCR) of 16S rRNA, and peripheral blood samples were collected for ELISA assays to detect LID-1 and ND-O-LID. Results The statistical analysis of the tests revealed sensitivity for anti-LID-1 (63.2%), anti-ND-O-LID (57.9%), qPCR SSS (36.8%), and smear microscopy (30.2%). However, the use of RF allowed for an expressive increase in sensitivity in the diagnosis of multibacillary leprosy (90.5%) and especially paucibacillary leprosy (70.6%). It is important to report that the specificity was 92.5%. Conclusion The proposed model using RF allows for the diagnosis of leprosy with high sensitivity and specificity and the early identification of new cases among household contacts. © 2019 Gama et al.",
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85065426332', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85065426332?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065426332&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065426332&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167923619300739'}",https://api.elsevier.com/content/abstract/scopus_id/85065426332,SCOPUS_ID:85065426332,2-s2.0-85065426332,Analytics meets port logistics: A decision support system for container stacking operations,Maldonado S.,Decision Support Systems,01679236,,121,,84-93,2019-06-01,June 2019,10.1016/j.dss.2019.04.006,S0167923619300739,14,"[{'@_fa': 'true', 'affilname': 'Universidad de los Andes, Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}]",,Journal,ar,Article,,21933,0,False,,,,"A Decision Support System (DSS)is proposed in this paper for improving container stacking operations. This DSS addresses the stacking problem for import containers via a two-step strategy. First, dwell times are predicted for each container using analytics techniques. This prediction is used as an input for a mathematical programming model that minimizes container rehandles heuristically. Numerical examples are presented using data from the Port of Arica in Chile as a case study. The results confirm the virtues of the proposed DSS to effectively support planning decisions at the container yard. Furthermore, results also show good performance of the operations at the yard in terms of rehandles in comparison with the current practices of this port terminal and well-known stacking strategies. © 2019 Elsevier B.V.","Analytics,Container stacking,Dwell time prediction,Model-driven decision support systems,Port logistics"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85068391764', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85068391764?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068391764&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068391764&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85068391764,SCOPUS_ID:85068391764,2-s2.0-85068391764,A fuzzy cognitive map (FCM) as a learning model for early prognosis of seasonal related virus diseases in tropical regions,Pelaez E.,"2019 6th International Conference on eDemocracy and eGovernment, ICEDEG 2019",,,,,150-156,2019-04-01,April 2019,10.1109/ICEDEG.2019.8734354,,0,"[{'@_fa': 'true', 'affilname': 'Escuela Superior Politecnica del Litoral Ecuador', 'affiliation-city': 'Guayaquil', 'affiliation-country': 'Ecuador'}]",,Conference Proceeding,cp,Conference Paper,8734354,21100914872,0,False,,,"[{'@_fa': 'true', '$': '9781728117041'}]","Fuzzy Cognitive Maps (FCMs) and current developments in Machine Learning have been contributing in capturing human behaviors through data and learning models, which focus on predicting, interpreting or identifying behavioral patterns on systems and their relationships. In recent years seasonal diseases caused by vectors that transport viral pathogens in tropical regions, such as the Aedes Aegypti mosquito, have caused noticeable impacts both on public health and country's economies in Latin America. This work proposes a model for early prognosis based on FCMs for making a risk assessment of potential presence of seasonal virus-related diseases in a specific region of the Ecuadorian coast. The FCM is used as a knowledge representation strategy for the cause-effect relationships; and, learning models for gaining the identification of the underlying cause of symptoms. The model aims to improve the chances of proper prognosis of seasonal diseases, which could impact not only the prescription and correct decisions, but also the actions taken for preventing the spread of seasonal diseases. © 2019 IEEE.","Causal Complex Systems,Dengue Fever,Fuzzy Cognitive Maps,Knowledge Representation,Machine Learning,Tropical Seasonal Diseases"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85029495123', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85029495123?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029495123&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029495123&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0925231217315230'}",https://api.elsevier.com/content/abstract/scopus_id/85029495123,SCOPUS_ID:85029495123,2-s2.0-85029495123,Triage prediction in pediatric patients with respiratory problems,Garmendia A.,Neurocomputing,09252312,18728286.0,326-327,,161-167,2019-01-31,31 January 2019,10.1016/j.neucom.2017.01.122,S0925231217315230,2,"[{'@_fa': 'true', 'affilname': 'Universidad del Pais Vasco', 'affiliation-city': 'Leioa', 'affiliation-country': 'Spain'}]",,Journal,ar,Article,,24807,0,False,,,,"Respiratory diseases have an increasing prevalence in the large urban concentration of the world, due to the apparently unstoppable increase of air pollution from a diversity of sources. Children are specially a fragile part of the population suffering this conditions. Improved monitoring of critical patients by means of automatized data gathering and processing, i.e. alarm raising, aims to alleviate the risks of critical patients. Pediatric respiratory critical care has not received much attention in the literature, despite children care has specific conditions, such as the strong dependence of some physiological signals on the patient age. We approach the problem as triage prediction problem, formulated as multi-class classification problem, with special care on the age normalization of physiological variables. Data which can be used as classification features is scarce, in the sense that measurements of only a few variables are available, and that much of the qualitative information used by the medical doctors is not available. In this paper, we report the experimental results obtained on a data sample covering patients assisted in a local pediatric hospital during two years. The results conclude that it is possible to successfully predict the triage that the medical doctors will assign the critical patients. Success is mostly dependent on the features selected, specifically it is critical to include the triage in the previous record of the patient. That means that the caregivers follow very conservative decision policies. Besides, we have found that respiratory frequency is more discriminant than blood oxygen saturation. © 2017 Elsevier B.V.","Childdre hostpital care,Machine learning,Neural networks,Triage prediction"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85047244084', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85047244084?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047244084&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047244084&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0001706X17312111'}",https://api.elsevier.com/content/abstract/scopus_id/85047244084,SCOPUS_ID:85047244084,2-s2.0-85047244084,Modeling Dengue vector population using remotely sensed data and machine learning,Scavuzzo J.,Acta Tropica,0001706X,18736254.0,185,,167-175,2018-09-01,September 2018,10.1016/j.actatropica.2018.05.003,S0001706X17312111,42,"[{'@_fa': 'true', 'affilname': 'Universidad Nacional de Córdoba', 'affiliation-city': 'Cordoba', 'affiliation-country': 'Argentina'}]",29777650.0,Journal,ar,Article,,21288,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,"Mosquitoes are vectors of many human diseases. In particular, Aedes ægypti (Linnaeus) is the main vector for Chikungunya, Dengue, and Zika viruses in Latin America and it represents a global threat. Public health policies that aim at combating this vector require dependable and timely information, which is usually expensive to obtain with field campaigns. For this reason, several efforts have been done to use remote sensing due to its reduced cost. The present work includes the temporal modeling of the oviposition activity (measured weekly on 50 ovitraps in a north Argentinean city) of Aedes ægypti (Linnaeus), based on time series of data extracted from operational earth observation satellite images. We use are NDVI, NDWI, LST night, LST day and TRMM-GPM rain from 2012 to 2016 as predictive variables. In contrast to previous works which use linear models, we employ Machine Learning techniques using completely accessible open source toolkits. These models have the advantages of being non-parametric and capable of describing nonlinear relationships between variables. Specifically, in addition to two linear approaches, we assess a support vector machine, an artificial neural networks, a K-nearest neighbors and a decision tree regressor. Considerations are made on parameter tuning and the validation and training approach. The results are compared to linear models used in previous works with similar data sets for generating temporal predictive models. These new tools perform better than linear approaches, in particular nearest neighbor regression (KNNR) performs the best. These results provide better alternatives to be implemented operatively on the Argentine geospatial risk system that is running since 2012. © 2018 Elsevier B.V.","Aedes ægypti (Linnaeus),Dengue population,Machine learning,Remote sensing,Time series"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85055906134', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85055906134?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055906134&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055906134&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85055906134,SCOPUS_ID:85055906134,2-s2.0-85055906134,Tracking antibiotic resistance gene pollution from different sources using machine-learning classification,Li L.,Microbiome,,20492618.0,6,1,93,2018-05-24,24 May 2018,10.1186/s40168-018-0480-x,,48,"[{'@_fa': 'true', 'affilname': 'The University of Hong Kong', 'affiliation-city': 'Pokfulam', 'affiliation-country': 'Hong Kong'}]",29793542.0,Journal,ar,Article,,21100401152,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"BACKGROUND: Antimicrobial resistance (AMR) has been a worldwide public health concern. Current widespread AMR pollution has posed a big challenge in accurately disentangling source-sink relationship, which has been further confounded by point and non-point sources, as well as endogenous and exogenous cross-reactivity under complicated environmental conditions. Because of insufficient capability in identifying source-sink relationship within a quantitative framework, traditional antibiotic resistance gene (ARG) signatures-based source-tracking methods would hardly be a practical solution. RESULTS: By combining broad-spectrum ARG profiling with machine-learning classification SourceTracker, here we present a novel way to address the question in the era of high-throughput sequencing. Its potential in extensive application was firstly validated by 656 global-scale samples covering diverse environmental types (e.g., human/animal gut, wastewater, soil, ocean) and broad geographical regions (e.g., China, USA, Europe, Peru). Its potential and limitations in source prediction as well as effect of parameter adjustment were then rigorously evaluated by artificial configurations with representative source proportions. When applying SourceTracker in region-specific analysis, excellent performance was achieved by ARG profiles in two sample types with obvious different source compositions, i.e., influent and effluent of wastewater treatment plant. Two environmental metagenomic datasets of anthropogenic interference gradient further supported its potential in practical application. To complement general-profile-based source tracking in distinguishing continuous gradient pollution, a few generalist and specialist indicator ARGs across ecotypes were identified in this study. CONCLUSION: We demonstrated for the first time that the developed source-tracking platform when coupling with proper experiment design and efficient metagenomic analysis tools will have significant implications for assessing AMR pollution. Following predicted source contribution status, risk ranking of different sources in ARG dissemination will be possible, thereby paving the way for establishing priority in mitigating ARG spread and designing effective control strategies.","Antibiotic resistance gene,Machine learning classification,Metagenomics,Source tracking"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85041384523', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85041384523?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041384523&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041384523&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0169260717312361'}",https://api.elsevier.com/content/abstract/scopus_id/85041384523,SCOPUS_ID:85041384523,2-s2.0-85041384523,Tuberculosis diagnosis support analysis for precarious health information systems,Orjuela-Cañón A.D.,Computer Methods and Programs in Biomedicine,01692607,18727565.0,157,,11-17,2018-04-01,April 2018,10.1016/j.cmpb.2018.01.009,S0169260717312361,5,"[{'@_fa': 'true', 'affilname': 'Universidad Antonio Nariño', 'affiliation-city': 'Bogota', 'affiliation-country': 'Colombia'}]",29477418.0,Journal,ar,Article,,23604,0,False,,,,"Background and objective: Pulmonary tuberculosis is a world emergency for the World Health Organization. Techniques and new diagnosis tools are important to battle this bacterial infection. There have been many advances in all those fields, but in developing countries such as Colombia, where the resources and infrastructure are limited, new fast and less expensive strategies are increasingly needed. Artificial neural networks are computational intelligence techniques that can be used in this kind of problems and offer additional support in the tuberculosis diagnosis process, providing a tool to medical staff to make decisions about management of subjects under suspicious of tuberculosis. Materials and methods: A database extracted from 105 subjects with precarious information of people under suspect of pulmonary tuberculosis was used in this study. Data extracted from sex, age, diabetes, homeless, AIDS status and a variable with clinical knowledge from the medical personnel were used. Models based on artificial neural networks were used, exploring supervised learning to detect the disease. Unsupervised learning was used to create three risk groups based on available information. Results: Obtained results are comparable with traditional techniques for detection of tuberculosis, showing advantages such as fast and low implementation costs. Sensitivity of 97% and specificity of 71% where achieved. Conclusions: Used techniques allowed to obtain valuable information that can be useful for physicians who treat the disease in decision making processes, especially under limited infrastructure and data. © 2018 Elsevier B.V.","Artificial neural networks (ANN),Diagnosis support systems,Multilayer perceptron (MLP),Public health,Self-Organizing Maps (SOM),Tuberculosis diagnosis"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85057530751', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85057530751?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057530751&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057530751&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85057530751,SCOPUS_ID:85057530751,2-s2.0-85057530751,Overachieving municipalities in public health: A Machine-learning Approach,Porto Chiavegatto Filho A.D.,Epidemiology,10443983,15315487.0,29,6,836-840,2018-01-01,2018,10.1097/EDE.0000000000000919,,2,"[{'@_fa': 'true', 'affilname': 'Harvard T.H. Chan School of Public Health', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Universidade de São Paulo', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}]",30212386.0,Journal,ar,Article,,20717,0,False,,,,"Background: Identifying successful public health ideas and practices is a difficult challenge towing to the presence of complex baseline characteristics that can affect health outcomes. We propose the use of machine learning algorithms to predict life expectancy at birth, and then compare health-related characteristics of the under- and overachievers (i.e., municipalities that have a worse and better outcome than predicted, respectively). Methods: Our outcome was life expectancy at birth for Brazilian municipalities, and we used as predictors 60 local characteristics that are not directly controlled by public health officials (e.g., socioeconomic factors). Results: The highest predictive performance was achieved by an ensemble of machine learning algorithms (cross-validated mean squared error of 0.168), including a 35% gain in comparison with standard decision trees. Overachievers presented better results regarding primary health care, such as higher coverage of the massive multidisciplinary program Family Health Strategy. On the other hand, underachievers performed more cesarean deliveries and mammographies and had more life-support health equipment. Conclusions: The findings suggest that analyzing the predicted value of a health outcome may bring insights about good public health practices. Copyright © 2018 Wolters Kluwer Health, Inc. All rights reserved.","Brazil,Life expectancy,Machine learning,Prediction"
